resume_text,openness,conscientiousness,extraversion,agreeableness,emotional_stability
"Web Developer resume. Bachelor of Technology. Skills: TensorFlow, Machine Learning, Power BI, JavaScript, Git, C++, Java. Experience: delivered 4 projects. Highlights: creative experimentation; design thinking; attention to detail; organized planning; structured documentation; community events; client presentations; cross-functional collaboration; steady decision making; deadline management; calm under pressure.",62,86,64,43,68
"Software Engineer resume. Master of Computer Applications. Skills: TensorFlow, Excel, Machine Learning, React, JavaScript. Experience: delivered 2 projects. Highlights: learning new technologies; quality assurance; reliable delivery; organized planning; community events; conflict resolution; cross-functional collaboration; team support; deadline management.",36,78,51,80,39
"Data Analyst resume. Master of Computer Applications. Skills: Node.js, C++, React, Python, TensorFlow, NLP, Docker. Experience: delivered 5 projects. Highlights: learning new technologies; curious research; reliable delivery; organized planning; public speaking; empathetic communication; cross-functional collaboration; steady decision making; adaptable execution.",70,67,34,59,64
"Product Associate resume. Bachelor of Science. Skills: Docker, AWS, Python, SQL, C++. Experience: delivered 1 projects. Highlights: innovative ideas; organized planning; structured documentation; public speaking; community events; team workshops; cross-functional collaboration; conflict resolution; steady decision making.",35,60,62,64,39
"Product Associate resume. Computer Science degree. Skills: AWS, Docker, JavaScript, Machine Learning, Node.js, SQL. Experience: delivered 2 projects. Highlights: learning new technologies; creative experimentation; attention to detail; reliable delivery; team workshops; mentoring peers; conflict resolution; steady decision making.",66,74,44,66,43
"Web Developer resume. Master of Computer Applications. Skills: C++, Python, JavaScript, TensorFlow, React, Git. Experience: delivered 1 projects. Highlights: innovative ideas; attention to detail; organized planning; team workshops; public speaking; client presentations; empathetic communication; mentoring peers; deadline management.",46,58,87,62,36
"Product Associate resume. Computer Science degree. Skills: Python, Excel, TensorFlow, React, C++, AWS, Docker, Java. Experience: delivered 3 projects. Highlights: curious research; innovative ideas; structured documentation; quality assurance; team workshops; client presentations; cross-functional collaboration; conflict resolution; resilient problem solving; adaptable execution; deadline management.",62,64,71,74,76
"Web Developer resume. Bachelor of Technology. Skills: TensorFlow, Java, Docker, React, Git. Experience: delivered 5 projects. Highlights: curious research; quality assurance; attention to detail; community events; empathetic communication; conflict resolution; mentoring peers; calm under pressure; steady decision making.",54,71,44,83,52
"Data Analyst resume. Master of Computer Applications. Skills: React, SQL, Python, Docker, Power BI, Machine Learning, Node.js, C++. Experience: delivered 4 projects. Highlights: curious research; design thinking; creative experimentation; attention to detail; stakeholder engagement; cross-functional collaboration; team support; conflict resolution; resilient problem solving; deadline management; calm under pressure.",76,37,52,72,78
"Web Developer resume. Master of Computer Applications. Skills: JavaScript, Python, Java, Excel. Experience: delivered 2 projects. Highlights: creative experimentation; innovative ideas; organized planning; public speaking; community events; team support; conflict resolution; deadline management; resilient problem solving; adaptable execution.",61,31,68,61,74
"Data Analyst resume. Master of Computer Applications. Skills: TensorFlow, Python, C++, Machine Learning. Experience: delivered 3 projects. Highlights: learning new technologies; attention to detail; reliable delivery; stakeholder engagement; team support; conflict resolution; empathetic communication; calm under pressure.",53,76,55,77,44
"Machine Learning Intern resume. Computer Science degree. Skills: C++, TensorFlow, React, Excel, Git, SQL, NLP, AWS. Experience: delivered 2 projects. Highlights: design thinking; innovative ideas; creative experimentation; reliable delivery; attention to detail; community events; stakeholder engagement; client presentations; cross-functional collaboration; empathetic communication; team support; adaptable execution; calm under pressure; deadline management.",87,57,73,83,75
"Product Associate resume. Bachelor of Technology. Skills: C++, Docker, SQL, Git. Experience: delivered 2 projects. Highlights: curious research; learning new technologies; quality assurance; reliable delivery; structured documentation; public speaking; team support; deadline management.",65,80,41,43,45
"Product Associate resume. Computer Science degree. Skills: JavaScript, Git, Excel, Machine Learning. Experience: delivered 4 projects. Highlights: creative experimentation; design thinking; innovative ideas; attention to detail; stakeholder engagement; community events; public speaking; conflict resolution; adaptable execution.",75,54,78,43,48
"Data Analyst resume. Bachelor of Technology. Skills: Node.js, C++, React, Java, Power BI, Machine Learning, SQL, JavaScript. Experience: delivered 5 projects. Highlights: curious research; design thinking; innovative ideas; organized planning; community events; mentoring peers; adaptable execution.",64,52,49,50,41
"Business Analyst resume. Master of Computer Applications. Skills: Python, TensorFlow, AWS, Java. Experience: delivered 3 projects. Highlights: innovative ideas; attention to detail; public speaking; cross-functional collaboration; empathetic communication; conflict resolution; adaptable execution.",56,49,35,76,54
"Web Developer resume. Master of Computer Applications. Skills: Python, Machine Learning, TensorFlow, NLP, SQL, Docker. Experience: delivered 5 projects. Highlights: curious research; structured documentation; reliable delivery; attention to detail; client presentations; community events; team support; resilient problem solving; steady decision making; calm under pressure.",45,84,68,47,84
"Data Analyst resume. Bachelor of Science. Skills: JavaScript, Git, SQL, Java, C++, Power BI. Experience: delivered 2 projects. Highlights: innovative ideas; curious research; quality assurance; stakeholder engagement; team workshops; mentoring peers; resilient problem solving; deadline management.",65,47,62,55,53
"Product Associate resume. Bachelor of Technology. Skills: Docker, React, Git, TensorFlow. Experience: delivered 5 projects. Highlights: innovative ideas; creative experimentation; reliable delivery; attention to detail; team workshops; stakeholder engagement; public speaking; conflict resolution; resilient problem solving; calm under pressure; deadline management.",61,68,78,46,75
"Business Analyst resume. Master of Computer Applications. Skills: JavaScript, TensorFlow, NLP, Python, Power BI, SQL. Experience: delivered 1 projects. Highlights: creative experimentation; structured documentation; quality assurance; organized planning; client presentations; community events; public speaking; cross-functional collaboration; resilient problem solving; adaptable execution; calm under pressure.",41,84,76,32,75
